10300116	16	0	11012639	20
10300117	16	0	11012639	20
10300118	16	0	11012639	20
10300119	16	0	11012639	20
10300120	16	0	11012639	20
10300121	16	0	11012639	20
10300122	16	0	11012639	20
10300123	16	0	11012639	20
10300124	16	0	11012639	20
10300125	16	0	11012639	20
10300126	16	0	11012639	20
10300127	16	0	11012639	20
10300128	16	0	11012639	20
10300129	16	0	11012639	20
10300130	16	0	11012639	20
10300131	16	0	11012639	20
10300132	16	0	11012639	20
10300133	16	0	11012639	20
10300134	16	0	11012639	20
10300135	16	0	11012639	20
