21200		命中修正值	5	闪避修正值	5	会心修正值	5	韧性修正值	5	暴击伤害修正值	5																								13		1	21200	21200	21200	1	1	1	0	0	0	0	0	0	1	-1	0	0	0	-1	0	0
21201		命中修正值	6	闪避修正值	6	会心修正值	6	韧性修正值	6	暴击伤害修正值	6																								13		1	21201	21201	21201	1	1	1	0	0	0	0	0	0	1	-1	0	0	0	-1	0	0
21202		命中修正值	7	闪避修正值	7	会心修正值	7	韧性修正值	7	暴击伤害修正值	7																								13		1	21202	21202	21202	1	1	1	0	0	0	0	0	0	1	-1	0	0	0	-1	0	0
21203		命中修正值	8	闪避修正值	8	会心修正值	8	韧性修正值	8	暴击伤害修正值	8																								13		1	21203	21203	21203	1	1	1	0	0	0	0	0	0	1	-1	0	0	0	-1	0	0
21204		命中修正值	9	闪避修正值	9	会心修正值	9	韧性修正值	9	暴击伤害修正值	9																								13		1	21204	21204	21204	1	1	1	0	0	0	0	0	0	1	-1	0	0	0	-1	0	0
21205		命中修正值	10	闪避修正值	10	会心修正值	10	韧性修正值	10	暴击伤害修正值	10																								13		1	21205	21205	21205	1	1	1	0	0	0	0	0	0	1	-1	0	0	0	-1	0	0
21206		命中修正值	11	闪避修正值	11	会心修正值	11	韧性修正值	11	暴击伤害修正值	11																								13		1	21206	21206	21206	1	1	1	0	0	0	0	0	0	1	-1	0	0	0	-1	0	0
21207		命中修正值	12	闪避修正值	12	会心修正值	12	韧性修正值	12	暴击伤害修正值	12																								13		1	21207	21207	21207	1	1	1	0	0	0	0	0	0	1	-1	0	0	0	-1	0	0
21208		命中修正值	13	闪避修正值	13	会心修正值	13	韧性修正值	13	暴击伤害修正值	13																								13		1	21208	21208	21208	1	1	1	0	0	0	0	0	0	1	-1	0	0	0	-1	0	0
21209		命中修正值	14	闪避修正值	14	会心修正值	14	韧性修正值	14	暴击伤害修正值	14																								13		1	21209	21209	21209	1	1	1	0	0	0	0	0	0	1	-1	0	0	0	-1	0	0
21210		命中修正值	15	闪避修正值	15	会心修正值	15	韧性修正值	15	暴击伤害修正值	15																								13		1	21210	21210	21210	1	1	1	0	0	0	0	0	0	1	-1	0	0	0	-1	0	0
21211		命中修正值	16	闪避修正值	16	会心修正值	16	韧性修正值	16	暴击伤害修正值	16																								13		1	21211	21211	21211	1	1	1	0	0	0	0	0	0	1	-1	0	0	0	-1	0	0
21212		命中修正值	17	闪避修正值	17	会心修正值	17	韧性修正值	17	暴击伤害修正值	17																								13		1	21212	21212	21212	1	1	1	0	0	0	0	0	0	1	-1	0	0	0	-1	0	0
21213		命中修正值	18	闪避修正值	18	会心修正值	18	韧性修正值	18	暴击伤害修正值	18																								13		1	21213	21213	21213	1	1	1	0	0	0	0	0	0	1	-1	0	0	0	-1	0	0
21214		命中修正值	19	闪避修正值	19	会心修正值	19	韧性修正值	19	暴击伤害修正值	19																								13		1	21214	21214	21214	1	1	1	0	0	0	0	0	0	1	-1	0	0	0	-1	0	0
21215		命中修正值	20	闪避修正值	20	会心修正值	20	韧性修正值	20	暴击伤害修正值	20																								13		1	21215	21215	21215	1	1	1	0	0	0	0	0	0	1	-1	0	0	0	-1	0	0
21216		命中修正值	21	闪避修正值	21	会心修正值	21	韧性修正值	21	暴击伤害修正值	21																								13		1	21216	21216	21216	1	1	1	0	0	0	0	0	0	1	-1	0	0	0	-1	0	0
21217		命中修正值	22	闪避修正值	22	会心修正值	22	韧性修正值	22	暴击伤害修正值	22																								13		1	21217	21217	21217	1	1	1	0	0	0	0	0	0	1	-1	0	0	0	-1	0	0
21218		命中修正值	23	闪避修正值	23	会心修正值	23	韧性修正值	23	暴击伤害修正值	23																								13		1	21218	21218	21218	1	1	1	0	0	0	0	0	0	1	-1	0	0	0	-1	0	0
21219		命中修正值	24	闪避修正值	24	会心修正值	24	韧性修正值	24	暴击伤害修正值	24																								13		1	21219	21219	21219	1	1	1	0	0	0	0	0	0	1	-1	0	0	0	-1	0	0
21220		命中修正值	25	闪避修正值	25	会心修正值	25	韧性修正值	25	暴击伤害修正值	25																								13		1	21220	21220	21220	1	1	1	0	0	0	0	0	0	1	-1	0	0	0	-1	0	0
21221		命中修正值	26	闪避修正值	26	会心修正值	26	韧性修正值	26	暴击伤害修正值	26																								13		1	21221	21221	21221	1	1	1	0	0	0	0	0	0	1	-1	0	0	0	-1	0	0
21222		命中修正值	27	闪避修正值	27	会心修正值	27	韧性修正值	27	暴击伤害修正值	27																								13		1	21222	21222	21222	1	1	1	0	0	0	0	0	0	1	-1	0	0	0	-1	0	0
