NUM	NUM	FLOAT	FLOAT	NUM	NUM	NUM	NUM
NUM	NUM	FLOAT	FLOAT	采集点类型(0标准式1集合式)	种子的数量	种子补充间隔	镜像组Id
1	195	260.103271	113.752412			
2	195	279.717437	122.253281			
3	195	278.112090	130.653057			
4	195	248.411118	140.194902			
5	195	267.579071	115.668740			
6	195	242.819687	125.184531			
7	230	397.028262	198.001587			
8	230	391.033047	176.003096			
9	230	379.482119	186.247070			
10	230	392.620879	198.299897			
11	230	402.891631	204.748335			
12	230	374.532197	180.323960			
13	230	397.035527	183.801909			
14	230	382.932217	186.844971			
