NUM	NUM	FLOAT	FLOAT	NUM	NUM	NUM	NUM
NUM	NUM	FLOAT	FLOAT	采集点类型(0标准式1集合式)	种子的数量	种子补充间隔	镜像组Id
1	400	41.42527	194.413712	1	1	-1
2	400	147.832748	85.000603	1	1	-1
3	400	147.281403	71.101524	1	1	-1
4	400	150.804214	81.89299	1	1	-1
5	400	140.885513	72.07637	1	1	-1
6	400	212.763535	192.467331	1	1	-1
7	400	220.709946	207.50145	1	1	-1
8	400	35.793533	196.519653	1	1	-1
9	400	147.560547	79.303329	1	1	-1
10	400	226.628448	204.443695	1	1	-1
11	400	35.976006	209.969147	1	1	-1
12	400	44.673592	192.241547	1	1	-1
13	400	213.05217	211.037109	1	1	-1
14	400	224.166321	201.678528	1	1	-1
15	400	112.574203	77.410439	1	1	-1
16	400	95.278152	106.872787	1	1	-1
17	400	29.780792	211.709213	1	1	-1
18	400	210.013611	191.308304	1	1	-1
19	400	115.537598	80.95797	1	1	-1
20	400	106.941803	78.014229	1	1	-1
21	400	44.911591	214.668091	1	1	-1
22	401	109.70108	74.522346	1	1	-1
23	401	145.14093	86.290146	1	1	-1
24	401	137.546616	75.182304	1	1	-1
25	401	41.757011	212.050034	1	1	-1
26	401	115.239685	86.539398	1	1	-1
27	401	140.74234	84.623985	1	1	-1
28	401	150.666016	85.349899	1	1	-1
29	401	144.46701	75.699608	1	1	-1
30	401	44.855682	209.896255	1	1	-1
31	401	30.195068	203.484879	1	1	-1
32	401	209.933731	194.950134	1	1	-1
33	401	210.585312	208.78775	1	1	-1
34	401	137.039352	87.576622	1	1	-1
35	401	103.369476	86.589378	1	1	-1
36	401	221.268021	190.484589	1	1	-1
37	401	111.816254	89.664375	1	1	-1
38	401	219.033356	192.595825	1	1	-1
39	401	122.662064	111.949234	1	1	-1
40	401	103.350082	80.684013	1	1	-1
41	401	30.216972	198.63504	1	1	-1
42	401	109.978043	86.491493	1	1	-1
43	401	215.780502	201.422485	1	1	-1
44	402	30.499413	193.739761	1	1	-1
45	402	144.408997	81.925423	1	1	-1
46	402	114.843521	73.902626	1	1	-1
47	402	110.301117	80.549187	1	1	-1
48	402	149.965775	75.544075	1	1	-1
49	402	221.026596	194.478943	1	1	-1
50	402	220.485428	213.368073	1	1	-1
51	402	210.615311	213.574448	1	1	-1
52	402	140.863785	79.077438	1	1	-1
53	402	27.495625	195.550247	1	1	-1
54	402	226.817413	199.088425	1	1	-1
55	402	147.330124	89.811501	1	1	-1
56	402	141.82193	89.466171	1	1	-1
57	402	106.570404	89.297028	1	1	-1
58	402	218.522736	211.049454	1	1	-1
59	402	27.609921	214.096527	1	1	-1
60	402	32.683006	200.925476	1	1	-1
61	402	106.866409	83.636078	1	1	-1
62	402	27.673233	191.480591	1	1	-1
63	402	27.584404	209.255112	1	1	-1
64	402	112.498383	83.310295	1	1	-1
65	402	44.712532	196.524887	1	1	-1
66	711	168	131			
67	712	85	123			
68	931	128	103	1	1	-1
69	934	128	103	1	1	-1
70	935	128	103	1	1	-1
71	937	128	103	1	1	-1
