NUM	NUM	FLOAT	FLOAT	NUM	NUM	NUM	NUM
NUM	NUM	FLOAT	FLOAT	采集点类型(0标准式1集合式)	种子的数量	种子补充间隔	镜像组Id
1	313	186.589706	48.305115			
2	313	177.5784	58.980354			
3	313	172.307465	52.807816			
4	313	182.511292	64.738602			
5	313	181.299606	70.338043			
6	313	189.741989	36.040878			
7	313	196.573395	67.243301			
8	313	180.588745	29.473644			
9	313	180.518463	55.95993			
10	313	179.483536	41.381798			
11	314	25	170			
12	314	29	173			
13	314	35	173			
14	314	29	168			
15	314	35	168
16	314	38	165
17	314	39	156
18	314	32	152
19	314	37	150
20	314	41.452591	152
21	314	36.344437	147
22	314	42	159
23	314	44	154
24	314	44	148
25	314	47	160
26	315	70	84
27	315	62	74
28	315	65.666954	74.019409
29	315	67.565002	76.184875
30	315	69.195091	80.612
31	315	70.996925	84
32	315	64.094505	72.682617
33	315	65.93119	90.00058
34	315	72.152496	87.124023
35	315	27.137821	216.517273
36	316	207.746719	160.09613
37	316	208.89703	172.606247
38	316	210.858124	163.680077
39	316	213.611374	172.636581
40	316	226.847961	149.928284
