NUM	NUM	FLOAT	FLOAT	NUM	NUM	NUM	NUM
NUM	NUM	FLOAT	FLOAT	NUM	NUM	NUM	NUM
1	50	80	68
2	50	87	64
3	50	82	62
4	50	82	52
5	50	84	66
6	50	92	63
7	50	89	53
8	50	85	57
9	50	77	62
10	55	143	63
11	55	146	63
12	55	149	63
13	56	90	123
14	56	95	127
15	56	92	131
16	56	101	126
17	56	106	121
18	56	105	116
19	56	90	126
20	56	94	122
21	56	97	130
22	600	189.804489	32.909981
23	600	184.139252	35.629959
24	600	186.698105	38.158104
25	600	196.811615	32.43713
26	600	194.192535	41.409492
27	600	214.022476	36.963078
28	600	208.617615	39.740711
29	600	204.422852	35.344276
30	600	202.62114	41.874149
31	600	208.969498	44.952442
32	600	204.965591	46.723286
33	600	199.926956	49.747669
34	600	210.603989	49.214806
35	600	209.454193	57.127819
36	600	220.214691	55.245113
37	600	219.020859	51.470024
38	600	201.67395	56.530106
39	600	206.740036	53.446625
40	600	207.094589	63.714401
41	600	215.236053	65.564728
42	600	207.11319	71.597809
43	600	208.501938	83.397278
44	600	197.999847	83.800644
45	600	196.787018	37.057831
46	601	133.31221	108.010353
47	601	123.412415	107.533493
48	601	134.115326	115.735695
49	601	125.511139	100.928802
50	601	152.001175	143.507996
51	601	154.189682	138.589447
52	601	142.154373	123.594162
53	601	121.769104	140.705994
54	601	122.429512	134.68605
55	601	117.291504	129.450775
56	601	104.2257	126.993927
57	601	104.67942	119.65097
58	601	111.177177	113.932487
59	601	110.124939	101.54425
60	601	139.750168	142.955383
61	601	138.068817	135.059326
62	601	88.941971	140.644333
63	601	107.130119	150.547882
64	601	158.445313	93.421974
65	601	139.806793	96.10833
66	601	151.07103	111.772842
67	601	154.779755	106.99971
68	601	126.386971	126.995804
69	601	151.309799	131.023773
70	608	41.104298	222.351288
71	608	48.534931	210.515823
72	608	48.48777	229.530273
73	608	56.787445	232.503082
74	608	46.461967	217.465897
75	608	66.531319	230.777573
76	608	57.03912	218.644165
77	608	64.260513	213.268616
78	608	72.880035	223.808365
79	608	150.561295	194.544495
80	608	154.718369	189.046722
81	608	133	212
82	608	142.87355	218.4384
83	608	165.004684	231.512985
84	608	181.347916	232.902054
85	608	147.351364	230.244095
86	608	228.330505	219.303207
87	608	228.474808	225.783554
88	608	229.062027	192.173492
89	608	224.856857	200.593414
90	608	177.056351	48.849865
91	608	177.693558	39.228222
92	608	172.397964	64.490433
93	608	230.076843	79.716583
94	608	224.519745	89.529236
95	608	30.355303	118.05867
96	608	25.247236	127.578445
97	608	100.041817	37.120392
98	608	91.567184	38.168251
99	608	163.969543	45.200314
100	612	220.859177	152.456909
101	612	200.379242	144.629044
102	612	197.823822	190.428558
103	612	221.137344	206.68457
104	612	220.193069	184.068863
105	612	204.458984	229.12146
106	612	209.091248	231.06012
107	612	175.475082	223.902283
108	612	168.914703	211.219818
109	612	146.915924	223.544022
110	612	197.982498	195.361176
111	612	195.212189	113.208206
112	612	187.509552	111.620758
113	612	188.164001	117.413261
114	612	183.980728	103.537216
115	612	54.270519	146.750961
116	612	64.511032	129.036011
117	612	48.317738	110.979317
118	612	46.507442	93.721466
119	612	45.505108	66.510376
120	612	51.055561	58.16272
121	612	62.959305	41.851925
122	612	81.972145	63.815292
123	612	60.574032	151.570923
124	612	62.067173	166.909332
125	612	57.152607	195.077728
126	612	47.629799	205.026413
127	612	82.9347	219.321701
128	612	181.344681	225.073425
129	612	176.968246	211.520355
