NUM	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	TEXT
牌型ID	牌型名称	属性ID	属性值	属性ID	属性值	属性ID	属性值	属性ID	属性值	概率	牌对应的item id	牌ID集合(对牌ID=1~14的任意牌有效)
1	任意牌	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	15~21|31~39|41~49|51~59|65~71|81~89|91~99|101~109|115~121|131~139|141~149|151~159|165~171|181~189|191~199|201~209|215~221|231~239|241~249|251~259|265~271|281~289|291~299|301~309|315~321|331~339|341~349|351~359
2	任意风牌	0	1	-1	-1	-1	-1	-1	-1	0	-1	15~18|65~68|115~118|165~168|215~218|265~268|315~318
3	任意箭牌	0	1	-1	-1	-1	-1	-1	-1	0	-1	15~21|65~71|115~121|165~171|215~221|265~271|315~321
4	任意字牌	0	1	-1	-1	-1	-1	-1	-1	0	-1	15~21|65~71|115~121|165~171|215~221|265~271|315~321
5	任意非字牌	-1	-1	-1	-1	-1	-1	-1	-1	0	11970021	31~39|41~49|51~59
6	任意条牌	0	1	-1	-1	-1	-1	-1	-1	0	-1	31~39|81~89|131~139|181~189|231~239|281~289|331~339
7	任意筒牌	0	1	-1	-1	-1	-1	-1	-1	0	-1	41~49|91~99|141~149|191~199|241~249|291~299|341~349
8	任意万牌	0	1	-1	-1	-1	-1	-1	-1	0	-1	51~59|101~109|151~159|201~209|251~259|301~309|351~359
9	任意顺	94	80	-1	-1	-1	-1	-1	-1	0	-1	
10	任意刻	94	120	-1	-1	-1	-1	-1	-1	0	-1	
11	任意将	94	40	-1	-1	-1	-1	-1	-1	0	-1	
12	任意非字牌加箭牌	-1	-1	-1	-1	-1	-1	-1	-1	0	11970022	19~21|31~39|41~49|51~59
13	任意非字牌加箭牌	-1	-1	-1	-1	-1	-1	-1	-1	0	11970023	65~71|81~89|91~99|101~109|115~121|131~139|141~149|151~159|165~171|181~189|191~199|201~209|215~221|231~239|241~249|251~259|265~271|281~289|291~299|301~309|315~321|331~339|341~349|351~359
15	东	163	3	-1	-1	-1	-1	-1	-1	0	11980015	
16	南	163	3	-1	-1	-1	-1	-1	-1	0	11980016	
17	西	163	3	-1	-1	-1	-1	-1	-1	0	11980017	
18	北	163	3	-1	-1	-1	-1	-1	-1	0	11980018	
19	中	149	4	-1	-1	-1	-1	-1	-1	0	11980019	
20	发	150	4	-1	-1	-1	-1	-1	-1	0	11980020	
21	白	151	4	-1	-1	-1	-1	-1	-1	0	11980021	
31	一条	149	1	-1	-1	-1	-1	-1	-1	0	11980031	
32	二条	149	3	-1	-1	-1	-1	-1	-1	0	11980032	
33	三条	149	2	-1	-1	-1	-1	-1	-1	0	11980033	
34	四条	149	1	-1	-1	-1	-1	-1	-1	0	11980034	
35	五条	149	3	-1	-1	-1	-1	-1	-1	0	11980035	
36	六条	149	2	-1	-1	-1	-1	-1	-1	0	11980036	
37	七条	149	1	-1	-1	-1	-1	-1	-1	0	11980037	
38	八条	149	3	-1	-1	-1	-1	-1	-1	0	11980038	
39	九条	149	2	-1	-1	-1	-1	-1	-1	0	11980039	
41	一筒	151	1	-1	-1	-1	-1	-1	-1	0	11980041	
42	二筒	151	3	-1	-1	-1	-1	-1	-1	0	11980042	
43	三筒	151	2	-1	-1	-1	-1	-1	-1	0	11980043	
44	四筒	151	1	-1	-1	-1	-1	-1	-1	0	11980044	
45	五筒	151	3	-1	-1	-1	-1	-1	-1	0	11980045	
46	六筒	151	2	-1	-1	-1	-1	-1	-1	0	11980046	
47	七筒	151	1	-1	-1	-1	-1	-1	-1	0	11980047	
48	八筒	151	3	-1	-1	-1	-1	-1	-1	0	11980048	
49	九筒	151	2	-1	-1	-1	-1	-1	-1	0	11980049	
51	一万	150	1	-1	-1	-1	-1	-1	-1	0	11980051	
52	二万	150	3	-1	-1	-1	-1	-1	-1	0	11980052	
53	三万	150	2	-1	-1	-1	-1	-1	-1	0	11980053	
54	四万	150	1	-1	-1	-1	-1	-1	-1	0	11980054	
55	五万	150	3	-1	-1	-1	-1	-1	-1	0	11980055	
56	六万	150	2	-1	-1	-1	-1	-1	-1	0	11980056	
57	七万	150	1	-1	-1	-1	-1	-1	-1	0	11980057	
58	八万	150	3	-1	-1	-1	-1	-1	-1	0	11980058	
59	九万	150	2	-1	-1	-1	-1	-1	-1	0	11980059	
65	黄金东	149	7	8	275	190	2	-1	-1	1	11980060	
66	黄金南	150	7	8	275	191	2	-1	-1	1	11980061	
67	黄金西	151	7	8	275	192	2	-1	-1	1	11980062	
68	黄金北	163	5	8	275	117	5	-1	-1	1	11980063	
69	黄金中	149	5	10	70	-1	-1	-1	-1	5	11980064
70	黄金发	150	5	10	70	-1	-1	-1	-1	5	11980065
71	黄金白	151	5	10	70	-1	-1	-1	-1	5	11980066
81	黄金一条	149	2	10	70	-1	-1	-1	-1	7	11980067
82	黄金二条	149	4	10	70	-1	-1	-1	-1	7	11980068
83	黄金三条	149	3	10	70	-1	-1	-1	-1	7	11980069
84	黄金四条	149	2	10	70	-1	-1	-1	-1	7	11980070
85	黄金五条	149	4	10	70	-1	-1	-1	-1	7	11980071
86	黄金六条	149	3	10	70	-1	-1	-1	-1	7	11980072
87	黄金七条	149	2	10	70	-1	-1	-1	-1	7	11980073
88	黄金八条	149	4	10	70	-1	-1	-1	-1	7	11980074
89	黄金九条	149	3	10	70	-1	-1	-1	-1	7	11980075
91	黄金一筒	151	2	10	70	-1	-1	-1	-1	7	11980076
92	黄金二筒	151	4	10	70	-1	-1	-1	-1	7	11980077
93	黄金三筒	151	3	10	70	-1	-1	-1	-1	7	11980078
94	黄金四筒	151	2	10	70	-1	-1	-1	-1	7	11980079
95	黄金五筒	151	4	10	70	-1	-1	-1	-1	7	11980080
96	黄金六筒	151	3	10	70	-1	-1	-1	-1	7	11980081
97	黄金七筒	151	2	10	70	-1	-1	-1	-1	7	11980082
98	黄金八筒	151	4	10	70	-1	-1	-1	-1	7	11980083
99	黄金九筒	151	3	10	70	-1	-1	-1	-1	7	11980084
101	黄金一万	150	2	10	70	-1	-1	-1	-1	7	11980085
102	黄金二万	150	4	10	70	-1	-1	-1	-1	7	11980086
103	黄金三万	150	3	10	70	-1	-1	-1	-1	7	11980087
104	黄金四万	150	2	10	70	-1	-1	-1	-1	7	11980088
105	黄金五万	150	4	10	70	-1	-1	-1	-1	7	11980089
106	黄金六万	150	3	10	70	-1	-1	-1	-1	7	11980090
107	黄金七万	150	2	10	70	-1	-1	-1	-1	7	11980091
108	黄金八万	150	4	10	70	-1	-1	-1	-1	7	11980092
109	黄金九万	150	3	10	70	-1	-1	-1	-1	7	11980093
115	黄金东	149	7	8	275	190	2	-1	-1	1	11980094
116	黄金南	150	7	8	275	191	2	-1	-1	1	11980095
117	黄金西	151	7	8	275	192	2	-1	-1	1	11980096
118	黄金北	163	5	8	275	117	5	-1	-1	1	11980097
119	黄金中	149	5	12	70	-1	-1	-1	-1	5	11980098
120	黄金发	150	5	12	70	-1	-1	-1	-1	5	11980099
121	黄金白	151	5	12	70	-1	-1	-1	-1	5	11980100
131	黄金一条	149	2	12	70	-1	-1	-1	-1	7	11980101
132	黄金二条	149	4	12	70	-1	-1	-1	-1	7	11980102
133	黄金三条	149	3	12	70	-1	-1	-1	-1	7	11980103
134	黄金四条	149	2	12	70	-1	-1	-1	-1	7	11980104
135	黄金五条	149	4	12	70	-1	-1	-1	-1	7	11980105
136	黄金六条	149	3	12	70	-1	-1	-1	-1	7	11980106
137	黄金七条	149	2	12	70	-1	-1	-1	-1	7	11980107
138	黄金八条	149	4	12	70	-1	-1	-1	-1	7	11980108
139	黄金九条	149	3	12	70	-1	-1	-1	-1	7	11980109
141	黄金一筒	151	2	12	70	-1	-1	-1	-1	7	11980110
142	黄金二筒	151	4	12	70	-1	-1	-1	-1	7	11980111
143	黄金三筒	151	3	12	70	-1	-1	-1	-1	7	11980112
144	黄金四筒	151	2	12	70	-1	-1	-1	-1	7	11980113
145	黄金五筒	151	4	12	70	-1	-1	-1	-1	7	11980114
146	黄金六筒	151	3	12	70	-1	-1	-1	-1	7	11980115
147	黄金七筒	151	2	12	70	-1	-1	-1	-1	7	11980116
148	黄金八筒	151	4	12	70	-1	-1	-1	-1	7	11980117
149	黄金九筒	151	3	12	70	-1	-1	-1	-1	7	11980118
151	黄金一万	150	2	12	70	-1	-1	-1	-1	7	11980119
152	黄金二万	150	4	12	70	-1	-1	-1	-1	7	11980120
153	黄金三万	150	3	12	70	-1	-1	-1	-1	7	11980121
154	黄金四万	150	2	12	70	-1	-1	-1	-1	7	11980122
155	黄金五万	150	4	12	70	-1	-1	-1	-1	7	11980123
156	黄金六万	150	3	12	70	-1	-1	-1	-1	7	11980124
157	黄金七万	150	2	12	70	-1	-1	-1	-1	7	11980125
158	黄金八万	150	4	12	70	-1	-1	-1	-1	7	11980126
159	黄金九万	150	3	12	70	-1	-1	-1	-1	7	11980127
165	黄金东	149	7	8	275	190	2	-1	-1	1	11980128
166	黄金南	150	7	8	275	191	2	-1	-1	1	11980129
167	黄金西	151	7	8	275	192	2	-1	-1	1	11980130
168	黄金北	163	5	8	275	117	5	-1	-1	1	11980131
