NUM	NUM	FLOAT	FLOAT	NUM	NUM	NUM	NUM
NUM	NUM	FLOAT	FLOAT	NUM	NUM	NUM	NUM
1	606	96.028793	27.009638
2	606	89.778793	47.20195
3	606	83.048019	73.163483
4	606	46.269176	65.230789
5	606	61.41341	56.817329
6	606	92.423035	154.894257
7	606	129.442261	196.240387
8	606	144.586487	241.913452
9	606	23.192257	230.615387
10	606	57.807644	236.144226
11	606	196.269165	228.211563
12	606	230.884552	199.605789
13	607	232.807648	179.65387
14	607	208.528809	183.980789
15	607	216.461487	232.538483
16	607	144.586487	185.663483
17	607	120.067253	184.461548
18	607	75.115326	175.086548
19	607	86.173027	102.009628
20	607	78.961487	58.500015
21	607	83.528793	29.653858
22	607	40.25956	46.721169
23	607	26.55764	116.913467
24	607	44.105721	113.067314
25	610	36.173019	221.480774
26	610	144.586487	198.163467
27	610	146.749954	221.240387
28	610	213.096115	204.65387
29	610	227.759567	189.509628
30	610	192.903793	162.105789
31	610	207.086487	80.134621
32	610	209.9711	46.721161
33	610	162.855728	50.086548
34	610	137.615341	45.038467
35	610	111.413414	52.250008
36	610	99.874947	70.519234
37	610	74.874954	101.528854
38	610	29.201866	22.923084
39	610	89.538406	112.826935
40	615	129.201859	59.942322
41	615	186.173019	84.942322
42	615	155.163406	93.355782
43	615	165.499939	85.182709
44	615	179.442245	122.923096
45	615	23.673	210.663498
46	615	22.230705	103.45195
47	615	18.384552	50.086571
48	615	93.865318	38.067345
49	615	135.692261	77.009659
50	615	153.7211	75.567352
51	615	210.451874	58.740425
52	615	212.134552	73.644272
53	615	67.182625	163.067337
54	615	70.06723	72.923111
