NUM	NUM	FLOAT	FLOAT	NUM	NUM	NUM	NUM
NUM	NUM	FLOAT	FLOAT	采集点类型(0标准式1集合式)	种子的数量	种子补充间隔	镜像组Id
1	195	153	222	1	1	-1
2	195	147	226	1	1	-1
3	400	61.944238	41.901016	1	1	-1
4	400	40.602783	58.678613	1	1	-1
5	400	52.507817	33.706084	1	1	-1
6	400	69.57416	37.244414	1	1	-1
7	400	45.629268	49.741079	1	1	-1
8	400	49.520591	35.722627	1	1	-1
9	400	54.501152	35.626309	1	1	-1
10	400	64.354829	31.137891	1	1	-1
11	400	30.637295	27.020391	1	1	-1
12	400	30.338945	35.482988	1	1	-1
13	400	32.255879	32.781348	1	1	-1
14	400	39.486055	33.117842	1	1	-1
15	400	30.443799	42.673174	1	1	-1
16	400	67.566855	48.945952	1	1	-1
17	400	54.869004	54.336641	1	1	-1
18	400	37.911348	22.635488	1	1	-1
19	400	44.84001	30.402187	1	1	-1
20	400	58.817969	27.985029	1	1	-1
21	400	45.036172	27.207695	1	1	-1
22	400	64.65918	27.289854	1	1	-1
23	400	67.772734	34.746934	1	1	-1
24	401	66.523711	24.758164	1	1	-1
25	401	56.911421	30.704385	1	1	-1
26	401	62.788115	33.7875	1	1	-1
27	401	60.468271	38.929063	1	1	-1
28	401	55.540586	27.658428	1	1	-1
29	401	48.805322	42.90416	1	1	-1
30	401	67.168555	40.215898	1	1	-1
31	401	65.452637	45.520527	1	1	-1
32	401	68.6373	45.592305	1	1	-1
33	401	38.739785	46.239688	1	1	-1
34	401	33.508232	43.290732	1	1	-1
35	401	28.952861	32.5104	1	1	-1
36	401	34.545732	22.868994	1	1	-1
37	401	40.841201	25.073037	1	1	-1
38	401	51.612998	40.385869	1	1	-1
39	401	68.439199	27.074717	1	1	-1
40	401	36.290957	25.428037	1	1	-1
41	401	37.346963	30.138223	1	1	-1
42	401	44.726191	34.172275	1	1	-1
43	401	41.175654	29.789336	1	1	-1
44	401	26.507236	26.927119	1	1	-1
45	401	43.57292	47.008135	1	1	-1
46	402	41.340459	38.574561	1	1	-1
47	402	39.535078	40.96793	1	1	-1
48	402	27.217979	64.138428	1	1	-1
49	402	25.105	58.000762	1	1	-1
50	402	58.391836	41.356357	1	1	-1
51	402	47.213662	40.912539	1	1	-1
52	402	35.374326	47.96353	1	1	-1
53	402	32.435469	40.948643	1	1	-1
54	402	38.308311	49.770508	1	1	-1
55	402	23.028535	51.456274	1	1	-1
56	402	27.307354	60.029189	1	1	-1
57	402	25.709043	49.010161	1	1	-1
58	402	37.17168	60.6829	1	1	-1
59	402	24.483145	53.764482	1	1	-1
60	402	38.576592	55.669966	1	1	-1
61	402	59.364648	53.26832	1	1	-1
62	402	50.029272	48.387549	1	1	-1
63	402	58.054189	56.967505	1	1	-1
64	402	31.00626	50.226118	1	1	-1
65	402	29.262207	52.529434	1	1	-1
66	402	42.153174	53.41998	1	1	-1
67	402	37.985645	37.93835	1	1	-1
