NUM	NUM	FLOAT	FLOAT	NUM	NUM	NUM	NUM
NUM	NUM	FLOAT	FLOAT	采集点类型(0标准式1集合式)	种子的数量	种子补充间隔	镜像组Id
1	910	205.147505	109.635605	1	1	-1
2	911	152.25032	134.015656	1	1	-1
3	912	166.873062	151.781021	1	1	-1
4	913	176.566484	142.171112	1	1	-1
5	914	187.828643	153.609146	1	1	-1
6	915	191.595381	140.84877	1	1	-1
7	916	200.418091	83.597319	1	1	-1
8	917	205.626558	140.441208	1	1	-1
9	918	191.609224	89.520461	1	1	-1
10	919	211.614102	88.120681	1	1	-1
11	920	145.971802	134.530304	1	1	-1
12	921	205.147505	109.635605	1	1	-1
13	922	152.25032	134.015656	1	1	-1
14	923	166.873062	151.781021	1	1	-1
15	924	176.566484	142.171112	1	1	-1
