NUM	NUM	FLOAT	FLOAT	NUM	NUM	NUM	NUM
NUM	NUM	FLOAT	FLOAT	采集点类型(0标准式1集合式)	种子的数量	种子补充间隔	镜像组Id
1	12	350.408174	456.31875				
2	12	320.804077	459.66752				
3	12	339.32626	458.054805				
4	12	336.095732	450.952324				
5	12	328.317749	453.319863				
6	12	341.768926	464.676934				
7	12	349.375732	466.2425				
8	12	329.267119	463.886621				
9	12	345.498203	471.794395				
10	12	335.205352	467.921484				
11	13	35	193				
12	14	68.721074	41.800039				
13	14	69.715586	41.045918				
14	14	68.748945	40.681914				
15	15	55.370781	85.136934				
16	15	52.511699	79.88707				
17	15	67.90793	89.220508				
18	15	55.264766	111.936611				
19	15	52.559102	91.645391				
20	15	53.556641	102.783848				
21	15	70.406406	87.46918				
22	15	65.976875	100.991953				
23	15	66.40752	99.727441				
24	15	65.893379	75.369023				
25	15	52.645195	100.708379				
26	15	75.50752	95.023115				
27	123	436.444062	305.166812				
28	123	440.735742	306.198364				
29	123	445.819687	304.066304				
30	123	449.863379	306.238906				
31	123	450.318867	310.088706				
32	123	446.04875	310.976602				
33	123	440.063457	312.306387				
34	123	436.681914	315.124707				
35	123	451.36916	314.785547				
36	123	435.387305	310.003569				
37	123	444.367891	316.539907				
38	123	440.425313	317.422563				
39	323	206	287				1
40	323	212	281				1
41	323	205	282				1
42	323	218	287				1
43	323	200.22748	279.943176				1
44	323	192.196978	287.767273				1
45	323	221.015305	279.574004				1
46	323	199.401553	287.865845				1
47	325	169	392				1
48	325	160	394				1
49	325	165	405				1
50	325	177	403				1
51	325	150.878086	388.519414				1
52	325	149.767354	407.23209				1
53	325	147.169863	398.332148				1
54	325	171.578594	386.658232				1
55	326	239	409				1
56	326	245	404				1
57	326	252	406				1
58	326	247	414				1
59	326	260.359497	407.270107				1
60	326	265.982971	403.232334				1
61	326	236.384491	401.148926				1
62	326	254.023499	417.949893				1
63	329	337.520996	331.574556				1
64	329	314	334				1
65	329	317	343				1
66	329	328	344				1
67	329	326.343936	330.883423				1
68	329	304.765195	331.023193				1
69	329	305.529756	349.434727				1
70	329	335.315	346.718506				1
71	330	304	286				1
72	330	308	281				1
73	330	317	287				1
74	330	323	281				1
75	330	316.994141	274.58429				1
76	330	335.840728	282.829927				1
77	330	340.476621	276.331085				1
78	330	330.12665	275.473816				1
79	700	373.571719	267.491791				1
80	700	381.127354	318.6496				1
81	700	375.476318	327.32376				1
82	700	399.088408	385.212158				1
83	700	382.25665	357.561338				1
84	700	374.104736	257.170593				1
85	700	375.511963	310.612002				1
86	700	395.753047	376.958164				1
87	700	405.525391	399.792939				1
88	701	379.024688	343.067842				1
89	701	405.487705	408.771758				1
90	701	395.94833	364.615605				1
91	701	383.006953	276.837065				1
92	702	385.797275	449.618262				1
93	702	353.130371	441.823672				1
94	702	328.537964	435.735039				1
95	702	300.355132	423.589746				1
96	702	239.545471	423.110449				1
97	702	375.716035	446.431328				1
98	702	338.84875	440.094902				1
99	702	276.700591	427.283437				1
100	702	262.350067	421.435938				1
101	703	361.686338	447.476445				1
102	703	314.751279	428.703398				1
103	703	290.9328	423.307168				1
104	703	255.045792	422.795508				1
105	704	187.736724	446.691836				1
106	704	162.244824	445.653203				1
107	704	141.203311	434.226934				1
108	704	104.391943	395.880859				1
109	704	102.674932	372.581914				1
110	704	176.852036	447.355313				1
111	704	151.247783	440.004277				1
112	704	119.491924	425.32498				1
113	705	107.00123	413.559482				1
114	705	135.202061	430.37127				1
115	705	105.33042	397.416133				1
116	706	99.149297	334.473818				1
117	706	105.653105	304.591123				1
118	706	134	285				1
119	706	170.868115	257.386505				1
120	706	195.157456	256.953308				1
121	706	99.161006	319.622617				1
122	706	133.924971	264.561249				1
123	706	223.929658	216.000779				1
124	706	151.178037	254.899292				1
125	706	240.768418	190.984497				1
126	707	114.811523	270.291077				1
127	707	146.050703	260.618835				1
128	707	190.001055	257.566193				1
129	707	222.507629	205.881484				1
130	707	229.732271	194.740249				1
131	707	161.434375	260.2435				1
132	708	320.466738	193.150679				1
133	708	339.988799	192.481172				1
134	708	370.341191	194.907427				1
135	708	281.796782	198.120713				1
136	708	275.211182	194.457153				1
137	708	301.629883	186.86708				1
138	708	330.415342	192.869478				1
139	708	313.108096	199.347319				1
140	708	314.524292	180.463271				1
141	709	218.627837	229.736694				1
142	709	354.99207	192.728882				1
143	709	295.505066	193.925967				1
144	709	282.374482	188.938311				1
145	710	256.337372	192.144136				1
146	714	97	299				
