NUM	NUM	FLOAT	FLOAT	NUM	NUM	NUM	NUM
NUM	NUM	FLOAT	FLOAT	采集点类型(0标准式1集合式)	种子的数量	种子补充间隔	镜像组Id
1	1100	33.054501	70.027603	1	1	9999999	
2	1100	38.993198	70.027603	1	1	9999999	
3	1100	45.016499	70.027603	1	1	9999999	
4	1100	33.039398	76.0121	1	1	9999999	
5	1100	38.9772	76.0121	1	1	9999999	
6	1100	45.036598	76.017502	1	1	9999999	
7	1100	33.009998	82.001801	1	1	9999999	
8	1100	38.9916	81.990303	1	1	9999999	
9	1100	45.036598	81.986702	1	1	9999999	
10	1100	33.022999	87.999397	1	1	9999999	
11	1100	38.973999	87.996101	1	1	9999999	
12	1100	45.0364	88.007896	1	1	9999999	
13	1100	33.017799	94.0177	1	1	9999999	
14	1100	38.983198	94.024101	1	1	9999999	
15	1100	45.0345	94.033897	1	1	9999999	
16	1101	33.054501	70.027603	1	1	9999999	
17	1101	38.993198	70.027603	1	1	9999999	
18	1101	45.016499	70.027603	1	1	9999999	
19	1101	33.039398	76.0121	1	1	9999999	
20	1101	38.9772	76.0121	1	1	9999999	
21	1101	45.036598	76.017502	1	1	9999999	
22	1101	33.009998	82.001801	1	1	9999999	
23	1101	38.9916	81.990303	1	1	9999999	
24	1101	45.036598	81.986702	1	1	9999999	
25	1101	33.022999	87.999397	1	1	9999999	
26	1101	38.973999	87.996101	1	1	9999999	
27	1101	45.0364	88.007896	1	1	9999999	
28	1101	33.017799	94.0177	1	1	9999999	
29	1101	38.983198	94.024101	1	1	9999999	
30	1101	45.0345	94.033897	1	1	9999999	
31	1102	33.054501	70.027603	1	1	9999999	
32	1102	38.993198	70.027603	1	1	9999999	
33	1102	45.016499	70.027603	1	1	9999999	
34	1102	33.039398	76.0121	1	1	9999999	
35	1102	38.9772	76.0121	1	1	9999999	
36	1102	45.036598	76.017502	1	1	9999999	
37	1102	33.009998	82.001801	1	1	9999999	
38	1102	38.9916	81.990303	1	1	9999999	
39	1102	45.036598	81.986702	1	1	9999999	
40	1102	33.022999	87.999397	1	1	9999999	
41	1102	38.973999	87.996101	1	1	9999999	
42	1102	45.0364	88.007896	1	1	9999999	
43	1102	33.017799	94.0177	1	1	9999999	
44	1102	38.983198	94.024101	1	1	9999999	
45	1102	45.0345	94.033897	1	1	9999999	
46	1103	33.054501	70.027603	1	1	9999999	
47	1103	38.993198	70.027603	1	1	9999999	
48	1103	45.016499	70.027603	1	1	9999999	
49	1103	33.039398	76.0121	1	1	9999999	
50	1103	38.9772	76.0121	1	1	9999999	
51	1103	45.036598	76.017502	1	1	9999999	
52	1103	33.009998	82.001801	1	1	9999999	
53	1103	38.9916	81.990303	1	1	9999999	
54	1103	45.036598	81.986702	1	1	9999999	
55	1103	33.022999	87.999397	1	1	9999999	
56	1103	38.973999	87.996101	1	1	9999999	
57	1103	45.0364	88.007896	1	1	9999999	
58	1103	33.017799	94.0177	1	1	9999999	
59	1103	38.983198	94.024101	1	1	9999999	
60	1103	45.0345	94.033897	1	1	9999999	
61	1110	33.054501	70.027603	1	1	9999999	
62	1110	38.993198	70.027603	1	1	9999999	
63	1110	45.016499	70.027603	1	1	9999999	
64	1110	33.039398	76.0121	1	1	9999999	
65	1110	38.9772	76.0121	1	1	9999999	
66	1110	45.036598	76.017502	1	1	9999999	
67	1110	33.009998	82.001801	1	1	9999999	
68	1110	38.9916	81.990303	1	1	9999999	
69	1110	45.036598	81.986702	1	1	9999999	
70	1110	33.022999	87.999397	1	1	9999999	
71	1110	38.973999	87.996101	1	1	9999999	
72	1110	45.0364	88.007896	1	1	9999999	
73	1110	33.017799	94.0177	1	1	9999999	
74	1110	38.983198	94.024101	1	1	9999999	
75	1110	45.0345	94.033897	1	1	9999999	
76	1111	33.054501	70.027603	1	1	9999999	
77	1111	38.993198	70.027603	1	1	9999999	
78	1111	45.016499	70.027603	1	1	9999999	
79	1111	33.039398	76.0121	1	1	9999999	
80	1111	38.9772	76.0121	1	1	9999999	
81	1111	45.036598	76.017502	1	1	9999999	
82	1111	33.009998	82.001801	1	1	9999999	
83	1111	38.9916	81.990303	1	1	9999999	
84	1111	45.036598	81.986702	1	1	9999999	
85	1111	33.022999	87.999397	1	1	9999999	
86	1111	38.973999	87.996101	1	1	9999999	
87	1111	45.0364	88.007896	1	1	9999999	
88	1111	33.017799	94.0177	1	1	9999999	
89	1111	38.983198	94.024101	1	1	9999999	
90	1111	45.0345	94.033897	1	1	9999999	
91	1112	33.054501	70.027603	1	1	9999999	
92	1112	38.993198	70.027603	1	1	9999999	
93	1112	45.016499	70.027603	1	1	9999999	
94	1112	33.039398	76.0121	1	1	9999999	
95	1112	38.9772	76.0121	1	1	9999999	
96	1112	45.036598	76.017502	1	1	9999999	
97	1112	33.009998	82.001801	1	1	9999999	
98	1112	38.9916	81.990303	1	1	9999999	
99	1112	45.036598	81.986702	1	1	9999999	
100	1112	33.022999	87.999397	1	1	9999999	
101	1112	38.973999	87.996101	1	1	9999999	
