NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	FLOAT	FLOAT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM
编号	随机编号	attr编号	逻辑表编号	阵营编号	名称	称号	x轴坐标	z轴坐标	朝向	脚本编号	重生时间	分组编号	队伍编号	基础AI	AI文件	巡逻路径	商店0	商店1	商店2	商店3	名誉ID	等级	镜像组
0	1	65339	-1	21	金国勇士		205	70	0	0	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	70	0
1	2	65339	-1	21	金国勇士		205	70	0	0	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	70	0
2	3	65339	-1	21	金国勇士		205	70	0	0	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	70	0
3	4	65339	-1	21	金国勇士		205	70	0	0	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	70	0
4	5	65339	-1	21	金国勇士		205	70	0	0	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	70	0
5	6	65339	-1	21	金国勇士		205	70	0	0	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	70	0
6	7	65339	-1	21	金国勇士		205	70	0	0	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	70	0
7	8	65339	-1	21	金国勇士		205	70	0	0	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	70	0
8	9	65339	-1	21	金国勇士		205	70	0	0	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	70	0
9	10	65339	-1	21	金国勇士		205	70	0	0	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	70	0
10	11	65339	-1	21	金国勇士		205	70	0	0	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	70	0
11	12	65339	-1	21	金国勇士		205	70	0	0	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	70	0
12	13	65339	-1	21	金国勇士		235	70	0	0	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	70	0
13	14	65339	-1	21	金国勇士		235	70	0	0	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	70	0
14	15	65339	-1	21	金国勇士		235	70	0	0	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	70	0
15	16	65339	-1	21	金国勇士		235	70	0	0	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	70	0
16	17	65339	-1	21	金国勇士		235	70	0	0	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	70	0
17	18	65339	-1	21	金国勇士		235	70	0	0	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	70	0
18	19	65339	-1	21	金国勇士		235	70	0	0	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	70	0
19	20	65339	-1	21	金国勇士		235	70	0	0	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	70	0
20	21	65339	-1	21	金国勇士		235	70	0	0	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	70	0
21	22	65339	-1	21	金国勇士		235	70	0	0	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	70	0
22	23	65339	-1	21	金国勇士		235	70	0	0	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	70	0
23	24	65339	-1	21	金国勇士		235	70	0	0	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	70	0
24	25	65339	-1	21	金国勇士		235	104	0	0	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	70	0
25	26	65339	-1	21	金国勇士		235	104	0	0	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	70	0
26	27	65339	-1	21	金国勇士		235	104	0	0	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	70	0
27	28	65339	-1	21	金国勇士		235	104	0	0	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	70	0
28	29	65339	-1	21	金国勇士		235	104	0	0	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	70	0
29	30	65339	-1	21	金国勇士		235	104	0	0	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	70	0
