NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	FLOAT	FLOAT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM
index	guid	type	obj_id	camp_id	name	title	pos_x	pos_z	dir	script_id	respawn_time	group_id	team_id	base_ai	ai_file	patrol_id	shop0	shop1	shop2	shop3	ReputationID	level	viewgroup
0	4124598	17	143029	-1	范文虎	抚远大元帅	125.018089	156.16156	18	-1	1000	-1	-1	3	0	-1	-1	-1	-1	-1	-1	80	0	
1	4124722	25	143030	-1	许谨	山东漕运副使	122.738548	157.121796	5	-1	1000	-1	-1	3	0	-1	-1	-1	-1	-1	-1	80	0	
2	4124918	9	143032	-1	李庭	都指挥使	93.8274	94.241051	28	-1	1000	-1	-1	3	0	-1	-1	-1	-1	-1	-1	80	0	
3	4125028	1321	143033	-1	洪茶丘	都指挥使	91.34832	95.793167	32	-1	1000	-1	-1	3	0	-1	-1	-1	-1	-1	-1	80	0	
4	4128600	2316	143039	-1	“闹海蛟”陆庆	水师前锋	177.399994	155	9	-1	1000	-1	-1	3	0	-1	-1	-1	-1	-1	-1	80	0	
5	4135363	1096	143043	-1	忻都	抚远副元帅	158.046494	118.898979	0	-1	1000	-1	-1	3	0	-1	-1	-1	-1	-1	-1	80	0	
6	4137106	1310	143044	-1	海山	护卫	157.875748	117.148369	0	-1	1000	-1	-1	3	0	-1	-1	-1	-1	-1	-1	80	0	
7	4137313	2316	143045	-1	彭天鹰	水师副将	160.012573	117.742493	21	-1	1000	-1	-1	3	0	-1	-1	-1	-1	-1	-1	80	0	
8	4137613	1637	143046	-1	夏之章	威海港巡城官	96.484177	99.206139	11	-1	1000	-1	-1	3	0	-1	-1	-1	-1	-1	-1	80	0	
9	4137770	1645	143049	-1	陈季初	威海港捕头	89.143974	143.187439	0	-1	1000	-1	-1	3	0	-1	-1	-1	-1	-1	-1	80	0	
10	4141869	1202	143067	-1	免费治疗师	大元远征军	153.894135	91.461594	27	-1	1000	-1	-1	3	0	-1	-1	-1	-1	-1	-1	80	0	
11	4141994	1202	143068	-1	骑乘恢复人	大元远征军	159.903885	91.489052	27	-1	1000	-1	-1	3	0	-1	-1	-1	-1	-1	-1	80	0	
